SEQN,SDDSRVYR,RIDSTATR,RIAGENDR,RIDAGEYR,RIDAGEMN,RIDRETH1,RIDRETH3,RIDEXMON,RIDEXAGM,DMQMILIZ,DMQADFC,DMDBORN4,DMDCITZN,DMDYRSUS,DMDEDUC3,DMDEDUC2,DMDMARTL,RIDEXPRG,SIALANG,SIAPROXY,SIAINTRP,FIALANG,FIAPROXY,FIAINTRP,MIALANG,MIAPROXY,MIAINTRP,AIALANGA,DMDHHSIZ,DMDFMSIZ,DMDHHSZA,DMDHHSZB,DMDHHSZE,DMDHRGND,DMDHRAGE,DMDHRBR4,DMDHREDU,DMDHRMAR,DMDHSEDU,WTINT2YR,WTMEC2YR,SDMVPSU,SDMVSTRA,INDHHIN2,INDFMIN2,INDFMPIR
73558.0,8.0,2.0,1.0,54.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,2.0,5.397605346934028e-79,1.0,54.0,1.0,3.0,1.0,1.0,23682.057386,24471.769625,1.0,108.0,7.0,7.0,1.78
73559.0,8.0,2.0,1.0,72.0,,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,72.0,1.0,4.0,1.0,3.0,57214.803319,57193.285376,1.0,109.0,10.0,10.0,4.51
73560.0,8.0,2.0,1.0,9.0,,3.0,3.0,1.0,119.0,,,1.0,1.0,,3.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,2.0,5.397605346934028e-79,1.0,33.0,1.0,3.0,1.0,4.0,55201.178592,55766.512438,2.0,109.0,9.0,9.0,2.52
73561.0,8.0,2.0,2.0,73.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,78.0,1.0,5.0,1.0,5.0,63709.667069,65541.871229,2.0,116.0,15.0,15.0,5.0
73563.0,8.0,2.0,1.0,5.397605346934028e-79,5.0,3.0,3.0,2.0,6.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,31.0,1.0,5.0,1.0,5.0,18040.818432,17913.555067,1.0,105.0,15.0,15.0,5.0
73564.0,8.0,2.0,2.0,61.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,5.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,2.0,61.0,1.0,5.0,2.0,,60325.095254,61758.65488,1.0,114.0,10.0,10.0,5.0
73566.0,8.0,2.0,2.0,56.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,7.0,3.0,5.397605346934028e-79,5.397605346934028e-79,2.0,56.0,1.0,3.0,3.0,,16351.78314,17480.115175,1.0,112.0,4.0,4.0,0.48
73567.0,8.0,2.0,1.0,65.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,2.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,1.0,65.0,1.0,2.0,2.0,,34002.622995,34795.429301,2.0,112.0,3.0,3.0,1.2
73568.0,8.0,2.0,2.0,26.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,5.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,26.0,1.0,5.0,5.0,,89514.433218,91523.516048,2.0,113.0,15.0,15.0,5.0
73571.0,8.0,2.0,1.0,76.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,76.0,1.0,5.0,1.0,5.0,46988.470276,46190.114005,1.0,116.0,14.0,14.0,5.0
73579.0,8.0,2.0,2.0,12.0,,3.0,3.0,2.0,147.0,,,1.0,1.0,,6.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,2.0,5.397605346934028e-79,2.0,38.0,1.0,5.0,1.0,5.0,63248.989522,70708.03403,1.0,110.0,10.0,10.0,2.97
73583.0,8.0,2.0,2.0,7.0,,3.0,3.0,2.0,86.0,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,5.397605346934028e-79,1.0,5.397605346934028e-79,1.0,44.0,1.0,5.0,1.0,5.0,47574.649392,48196.409412,1.0,110.0,15.0,15.0,5.0
73584.0,8.0,2.0,1.0,13.0,,3.0,3.0,2.0,158.0,,,1.0,1.0,,7.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,5.397605346934028e-79,1.0,5.397605346934028e-79,2.0,38.0,1.0,4.0,1.0,,72700.381729,72182.239545,1.0,105.0,9.0,9.0,3.07
73589.0,8.0,2.0,1.0,35.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,3.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,35.0,1.0,3.0,3.0,,57197.640964,61374.100237,1.0,114.0,5.0,5.0,1.74
73591.0,8.0,2.0,1.0,6.0,,3.0,3.0,1.0,76.0,,,1.0,1.0,,5.397605346934028e-79,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,5.397605346934028e-79,2.0,5.397605346934028e-79,2.0,40.0,1.0,5.0,1.0,5.0,46374.787475,51133.1337,2.0,114.0,15.0,15.0,5.0
73593.0,8.0,2.0,1.0,3.0,,3.0,3.0,2.0,47.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,2.0,5.397605346934028e-79,5.397605346934028e-79,1.0,36.0,1.0,5.0,1.0,4.0,57942.40529,59265.550305,2.0,113.0,15.0,15.0,4.19
73599.0,8.0,2.0,2.0,13.0,,3.0,3.0,2.0,161.0,,,1.0,1.0,,6.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,3.0,1.0,2.0,5.397605346934028e-79,2.0,39.0,1.0,4.0,3.0,,25841.530979,27288.181037,2.0,107.0,8.0,6.0,1.52
73604.0,8.0,2.0,2.0,69.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,4.0,6.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,68.0,2.0,4.0,6.0,,74230.336609,74721.457945,1.0,117.0,10.0,6.0,2.44
73605.0,8.0,2.0,1.0,13.0,,3.0,3.0,1.0,158.0,,,1.0,1.0,,6.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,1.0,5.397605346934028e-79,1.0,54.0,1.0,5.0,1.0,5.0,58023.09034,57916.08746,1.0,116.0,15.0,15.0,4.25
73606.0,8.0,2.0,1.0,16.0,,3.0,3.0,1.0,199.0,,,1.0,1.0,,10.0,,,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,5.397605346934028e-79,3.0,5.397605346934028e-79,1.0,42.0,1.0,4.0,1.0,5.0,36814.400739,39507.031397,1.0,117.0,14.0,14.0,3.23
73607.0,8.0,2.0,1.0,75.0,,3.0,3.0,1.0,,1.0,2.0,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,2.0,70.0,1.0,3.0,1.0,3.0,17787.940939,18688.69332,2.0,116.0,4.0,4.0,1.08
73610.0,8.0,2.0,1.0,43.0,,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,2.0,2.0,5.397605346934028e-79,1.0,43.0,1.0,5.0,1.0,2.0,73295.590253,75125.756577,2.0,112.0,10.0,10.0,2.03
73614.0,8.0,2.0,2.0,55.0,,3.0,3.0,2.0,,2.0,,2.0,1.0,9.0,,3.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,55.0,2.0,3.0,2.0,,27773.629038,28605.446685,1.0,106.0,5.0,5.0,1.29
73616.0,8.0,2.0,2.0,62.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,1.0,2.0,62.0,1.0,4.0,1.0,5.0,70119.671677,71785.988653,2.0,108.0,15.0,15.0,5.0
73618.0,8.0,2.0,2.0,54.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,2.0,5.397605346934028e-79,1.0,52.0,1.0,3.0,1.0,5.0,27153.124199,27752.641769,1.0,104.0,13.0,13.0,
73620.0,8.0,2.0,2.0,3.0,,3.0,3.0,2.0,45.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,4.0,4.0,1.0,1.0,5.397605346934028e-79,2.0,33.0,1.0,5.0,1.0,5.0,38342.27076,53416.732289,1.0,104.0,15.0,15.0,5.0
73621.0,8.0,2.0,1.0,80.0,,3.0,3.0,2.0,,1.0,2.0,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,2.0,78.0,1.0,5.0,1.0,5.0,36117.581178,37406.341605,1.0,110.0,14.0,14.0,5.0
73622.0,8.0,2.0,1.0,72.0,,3.0,3.0,1.0,,1.0,2.0,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,72.0,1.0,5.0,1.0,5.0,57479.762312,57124.924258,1.0,111.0,14.0,14.0,5.0
73623.0,8.0,2.0,1.0,32.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,32.0,1.0,3.0,1.0,4.0,69244.437969,73392.065553,2.0,107.0,14.0,14.0,3.27
73624.0,8.0,2.0,2.0,31.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,1.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,3.0,5.397605346934028e-79,5.397605346934028e-79,2.0,52.0,1.0,4.0,3.0,,28291.516598,29729.350351,2.0,109.0,4.0,4.0,0.47
73628.0,8.0,2.0,1.0,80.0,,3.0,3.0,1.0,,1.0,1.0,1.0,1.0,,,4.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,1.0,80.0,1.0,4.0,2.0,,32868.046411,34161.490249,2.0,104.0,7.0,7.0,3.0
73633.0,8.0,2.0,2.0,43.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,1.0,5.397605346934028e-79,2.0,43.0,1.0,5.0,1.0,4.0,69483.16115,69862.668846,2.0,115.0,14.0,14.0,3.56
73637.0,8.0,2.0,2.0,2.0,,3.0,3.0,2.0,25.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,3.0,5.397605346934028e-79,5.397605346934028e-79,2.0,28.0,1.0,5.0,1.0,3.0,28201.218549,29014.714132,2.0,107.0,2.0,2.0,0.3
73639.0,8.0,2.0,1.0,71.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,5.0,5.0,1.0,5.397605346934028e-79,2.0,1.0,71.0,1.0,2.0,1.0,4.0,43379.068525,42642.037692,1.0,116.0,7.0,7.0,1.45
73641.0,8.0,2.0,2.0,64.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,4.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,2.0,64.0,1.0,4.0,3.0,,101153.817481,102099.513184,2.0,109.0,2.0,2.0,0.77
73642.0,8.0,2.0,2.0,57.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,55.0,1.0,1.0,1.0,3.0,33644.734694,34652.391419,2.0,115.0,8.0,8.0,2.27
73645.0,8.0,2.0,2.0,54.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,5.397605346934028e-79,1.0,5.397605346934028e-79,1.0,55.0,1.0,4.0,1.0,4.0,56722.423045,57900.271904,2.0,106.0,15.0,15.0,5.0
73649.0,8.0,1.0,1.0,3.0,,3.0,3.0,,,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,5.0,5.0,3.0,5.397605346934028e-79,5.397605346934028e-79,2.0,23.0,1.0,3.0,4.0,,17692.435734,5.397605346934028e-79,2.0,116.0,2.0,2.0,0.31
73654.0,8.0,2.0,1.0,46.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,1.0,5.0,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,,3.0,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,57.0,1.0,4.0,1.0,2.0,20907.521769,21039.644636,1.0,106.0,4.0,4.0,1.0
73656.0,8.0,2.0,1.0,54.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,1.0,5.397605346934028e-79,1.0,54.0,1.0,5.0,1.0,5.0,77809.996236,78471.254533,1.0,116.0,15.0,15.0,4.25
73659.0,8.0,2.0,2.0,70.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,4.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,2.0,70.0,1.0,4.0,2.0,,48194.233481,48670.994201,1.0,117.0,6.0,6.0,1.93
73662.0,8.0,2.0,1.0,39.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,4.0,3.0,5.397605346934028e-79,5.397605346934028e-79,1.0,1.0,53.0,1.0,3.0,3.0,,16701.797849,16832.517457,2.0,112.0,3.0,3.0,0.61
73663.0,8.0,2.0,1.0,25.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,5.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,25.0,1.0,5.0,5.0,,69362.260229,68946.240895,2.0,117.0,15.0,9.0,5.0
73667.0,8.0,2.0,1.0,24.0,,3.0,3.0,2.0,,1.0,2.0,1.0,1.0,,,4.0,6.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,5.397605346934028e-79,2.0,30.0,1.0,2.0,6.0,,31174.074739,32349.363631,2.0,107.0,4.0,4.0,0.65
73668.0,8.0,2.0,2.0,30.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,7.0,2.0,4.0,5.397605346934028e-79,2.0,30.0,1.0,4.0,5.0,,28884.38512,30352.349685,2.0,115.0,8.0,8.0,1.43
73672.0,8.0,2.0,1.0,73.0,,3.0,3.0,2.0,,1.0,2.0,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,73.0,1.0,4.0,1.0,5.0,59598.753457,59465.072125,1.0,109.0,14.0,14.0,5.0
73673.0,8.0,2.0,1.0,45.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,2.0,5.397605346934028e-79,1.0,45.0,1.0,5.0,1.0,5.0,122492.425862,125551.020684,2.0,111.0,15.0,15.0,5.0
73674.0,8.0,2.0,2.0,45.0,,3.0,3.0,2.0,,2.0,,2.0,1.0,7.0,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,5.397605346934028e-79,1.0,5.397605346934028e-79,1.0,46.0,1.0,5.0,1.0,5.0,47911.929999,48214.248422,2.0,105.0,12.0,12.0,
73676.0,8.0,2.0,1.0,44.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,2.0,5.397605346934028e-79,2.0,38.0,1.0,5.0,1.0,4.0,100857.701196,106739.035267,2.0,113.0,10.0,10.0,2.73
73678.0,8.0,2.0,1.0,51.0,,3.0,3.0,2.0,,1.0,1.0,1.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,5.0,5.0,2.0,1.0,5.397605346934028e-79,1.0,51.0,1.0,2.0,1.0,,22004.084169,22191.083063,1.0,109.0,6.0,6.0,1.02
73680.0,8.0,2.0,1.0,12.0,,3.0,3.0,2.0,151.0,,,1.0,1.0,,7.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,5.397605346934028e-79,1.0,5.397605346934028e-79,2.0,44.0,1.0,5.0,3.0,,59123.958559,64069.672991,1.0,110.0,8.0,8.0,2.46
73687.0,8.0,2.0,1.0,8.0,,3.0,3.0,1.0,99.0,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,2.0,5.397605346934028e-79,1.0,55.0,1.0,3.0,1.0,3.0,18183.508356,18467.47473,1.0,113.0,4.0,4.0,0.72
73688.0,8.0,2.0,1.0,58.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,1.0,2.0,68.0,1.0,5.0,1.0,3.0,111416.034907,112268.202205,2.0,109.0,10.0,10.0,4.45
73689.0,8.0,1.0,1.0,54.0,,3.0,3.0,,,1.0,2.0,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,3.0,3.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,54.0,1.0,5.0,1.0,3.0,90641.606893,5.397605346934028e-79,1.0,112.0,15.0,15.0,5.0
73690.0,8.0,2.0,2.0,77.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,78.0,1.0,2.0,1.0,4.0,64291.332105,63967.668022,1.0,114.0,8.0,8.0,3.09
73691.0,8.0,2.0,1.0,14.0,,3.0,3.0,2.0,171.0,,,1.0,1.0,,7.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,6.0,6.0,5.397605346934028e-79,1.0,2.0,1.0,65.0,1.0,4.0,1.0,4.0,87294.559326,89715.949242,2.0,109.0,8.0,8.0,1.56
73693.0,8.0,2.0,2.0,78.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,2.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,1.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,2.0,78.0,1.0,2.0,3.0,,19802.214967,21566.209667,1.0,105.0,2.0,2.0,0.78
73694.0,8.0,2.0,2.0,66.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,72.0,1.0,4.0,1.0,3.0,76613.875616,77265.069765,1.0,109.0,10.0,10.0,4.51
73695.0,8.0,1.0,2.0,79.0,,3.0,3.0,,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,80.0,1.0,4.0,1.0,4.0,68573.686426,5.397605346934028e-79,1.0,105.0,9.0,9.0,3.61
73696.0,8.0,2.0,2.0,8.0,,3.0,3.0,1.0,100.0,,,1.0,1.0,,1.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,5.397605346934028e-79,1.0,5.397605346934028e-79,2.0,27.0,1.0,3.0,1.0,3.0,47881.365367,48793.566775,2.0,116.0,99.0,99.0,
73697.0,8.0,2.0,2.0,57.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,5.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,1.0,1.0,80.0,2.0,3.0,1.0,5.0,84145.999065,85893.302223,2.0,104.0,8.0,8.0,3.18
73698.0,8.0,2.0,1.0,23.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,4.0,6.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,23.0,1.0,4.0,6.0,,75477.903922,75025.204324,2.0,114.0,9.0,6.0,2.74
73699.0,8.0,2.0,1.0,20.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,2.0,5.0,,1.0,2.0,2.0,,,,,,,,2.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,2.0,38.0,,,5.0,,33767.745472,34450.550864,1.0,113.0,,,
73702.0,8.0,2.0,2.0,48.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,2.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,52.0,1.0,4.0,1.0,2.0,82152.110665,81166.214601,2.0,113.0,9.0,9.0,3.81
73704.0,8.0,2.0,2.0,8.0,,3.0,3.0,2.0,104.0,,,1.0,1.0,,2.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,7.0,7.0,2.0,3.0,5.397605346934028e-79,2.0,53.0,1.0,2.0,4.0,,20309.907117,21212.094102,1.0,107.0,7.0,7.0,0.93
73705.0,8.0,2.0,1.0,10.0,,3.0,3.0,1.0,124.0,,,1.0,1.0,,4.0,,,,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,5.397605346934028e-79,2.0,37.0,1.0,5.0,1.0,5.0,39419.957175,40035.566775,2.0,114.0,15.0,15.0,4.19
73706.0,8.0,2.0,1.0,54.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,4.0,5.397605346934028e-79,1.0,1.0,2.0,62.0,2.0,4.0,1.0,4.0,25346.245212,26393.198829,1.0,106.0,6.0,6.0,1.44
73710.0,8.0,2.0,1.0,2.0,,3.0,3.0,1.0,25.0,,,1.0,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,2.0,,,,,6.0,6.0,3.0,5.397605346934028e-79,5.397605346934028e-79,2.0,52.0,1.0,4.0,3.0,,16896.283442,16858.765342,2.0,109.0,4.0,4.0,0.47
73714.0,8.0,2.0,2.0,29.0,,3.0,3.0,1.0,,2.0,,1.0,1.0,,,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,5.397605346934028e-79,5.397605346934028e-79,2.0,29.0,1.0,5.0,1.0,,91379.032547,96550.719254,2.0,114.0,15.0,15.0,5.0
73715.0,8.0,2.0,2.0,38.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,5.397605346934028e-79,1.0,5.397605346934028e-79,2.0,38.0,1.0,4.0,1.0,,107737.369017,114048.376574,1.0,105.0,9.0,9.0,3.07
73716.0,8.0,2.0,1.0,25.0,,3.0,3.0,2.0,,1.0,2.0,1.0,1.0,,,5.0,5.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.397605346934028e-79,5.397605346934028e-79,5.397605346934028e-79,1.0,25.0,1.0,5.0,5.0,,92929.67535,95151.756211,1.0,105.0,8.0,8.0,4.35
73721.0,8.0,1.0,2.0,80.0,,3.0,3.0,,,2.0,,1.0,1.0,,,3.0,3.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,,,1.0,1.0,5.397605346934028e-79,5.397605346934028e-79,1.0,2.0,80.0,1.0,3.0,3.0,,38359.427853,5.397605346934028e-79,1.0,105.0,6.0,6.0,2.18
73723.0,8.0,2.0,1.0,77.0,,3.0,3.0,2.0,,2.0,,1.0,1.0,,,4.0,1.0,,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,2.0,2.0,5.397605346934028e-79,5.397605346934028e-79,2.0,1.0,77.0,1.0,4.0,1.0,4.0,65915.732311,66046.132365,2.0,112.0,15.0,15.0,5.0
